SUID	evidence	label	name	uri	weight	CID	Gene
520	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/10810351:ABCC9	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10810351 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.42E-06	10810351	ABCC9
521	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/10810351:KCNJ8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10810351 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.08E-05	10810351	KCNJ8
522	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/10810351:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10810351 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.26E-05	10810351	KCNJ11
523	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/10810351:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10810351 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.94E-06	10810351	KCNJ11
524	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/10810351:ABCC9	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10810351 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.05E-05	10810351	ABCC9
525	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.23E-08	65981	KCNJ11
526	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	0.02612309259	65981	CYP2C8
527	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	7.26E-08	65981	KCNJ11
528	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:ABCC8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	6.57E-07	65981	ABCC8
529		drug	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427	http://chem2bio2rdf.org/omim/resource/drug	0.03058108333		
530	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ1	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.40E-10	65981	KCNJ1
531	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.77E-04	65981	CYP2C8
532	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP3A4	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	0.04122293226	65981	CYP3A4
533	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:SLC22A1	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SLC22A1	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.02E-04	65981	SLC22A1
534	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ1	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.16E-09	65981	KCNJ1
535	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP3A4	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	0.01055301447	65981	CYP3A4
536		drug	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427	http://chem2bio2rdf.org/omim/resource/drug	0.02612309259		
537	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:SLCO1B1	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SLCO1B1	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.63E-10	65981	SLCO1B1
538	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	7.51E-04	65981	KCNJ11
539	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.81E-09	65981	KCNJ11
540	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	7.26E-08	65981	KCNJ11
541	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	3.51E-09	65981	KCNJ11
542	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.81E-09	65981	KCNJ11
543	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	0.02612309259	65981	CYP2C8
544	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.23E-08	65981	KCNJ11
545	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	3.51E-09	65981	KCNJ11
546	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:ABCC8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	6.57E-07	65981	ABCC8
547		drug	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427	http://chem2bio2rdf.org/omim/resource/drug	0.03058108333		
548	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ1	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.40E-10	65981	KCNJ1
549	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.77E-04	65981	CYP2C8
550	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP3A4	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	0.04122293226	65981	CYP3A4
551	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.16E-09	65981	CYP2C8
552	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.94E-06	4397986	KCNJ11
553	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	6.71E-06	4397986	KCNJ8
554	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.26E-05	4397986	KCNJ11
555	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:ABCC9	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.42E-06	4397986	ABCC9
556	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.08E-05	4397986	KCNJ8
557	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.26E-05	4397986	KCNJ11
558	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.94E-06	4397986	KCNJ11
559	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:ABCC9	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.05E-05	4397986	ABCC9
560	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.94E-06	5240098	KCNJ11
561	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	6.71E-06	5240098	KCNJ8
562	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.26E-05	5240098	KCNJ11
563	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:ABCC9	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.42E-06	5240098	ABCC9
564	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ8	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.08E-05	5240098	KCNJ8
565	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.26E-05	5240098	KCNJ11
566	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ11	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.94E-06	5240098	KCNJ11
567	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:ABCC9	chemogenomics	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.05E-05	5240098	ABCC9
568	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/161196:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/161196	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	3.02E-07	161196	KCND3
569	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3488:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3488	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	4.31E-05	3488	KCND3
570	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9797402:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9797402	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	7.21E-07	9797402	KCND3
571	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/161196:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/161196	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	7.61E-08	161196	KCND3
572	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9797402:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9797402	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.90E-07	9797402	KCND3
573	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3488:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3488	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.42E-05	3488	KCND3
574		GO_ID	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://bio2rdf.org/GO/GO:0042383	http://chem2bio2rdf.org/uniprot/resource/GO_ID	0.04017403273		
575	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9797402:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9797402	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	3.37E-06	9797402	KCND3
576	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/161196:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/161196	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.48E-06	161196	KCND3
577	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3478:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3478	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.10E-05	3478	KCND3
578	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/161196:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/161196	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	2.44E-07	161196	KCND3
579	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3488:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3488	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	3.63E-05	3488	KCND3
580	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9797402:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9797402	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	5.87E-07	9797402	KCND3
581	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/161196:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/161196	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	4.06E-07	161196	KCND3
582	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3478:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3478	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	3.34E-06	3478	KCND3
583	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9797402:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9797402	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	9.61E-07	9797402	KCND3
584	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/9797402:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9797402	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	3.37E-06	9797402	KCND3
585	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/161196:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/161196	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.48E-06	161196	KCND3
586	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3478:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3478	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	1.10E-05	3478	KCND3
587	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/161196:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/161196	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	3.02E-07	161196	KCND3
588	http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/3488:KCND3	chemogenomics	http://chem2bio2rdf.org/uniprot/resource/gene/KCND3 (-) http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3488	http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics	4.31E-05	3488	KCND3
