node_or_edge	SUID	label	name	class	nodesize	Degree	source	target	interaction	evidence	uri
node	418	11368215	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11368215	pubchem_compound	1.0	3					
node	417	44341278	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341278	pubchem_compound	1.0	3					
node	416	44341461(17)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341461	pubchem_compound	3.0	2					
node	415	11218177	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11218177	pubchem_compound	1.0	3					
node	414	44341256	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44341256	pubchem_compound	1.0	3					
node	413	46879490	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46879490	pubchem_compound	1.0	3					
node	412	11424804	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11424804	pubchem_compound	1.0	3					
node	411	6918647	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6918647	pubchem_compound	1.0	3					
node	410	25034348(3)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25034348	pubchem_compound	3.0	2					
node	409	FABP4	http://chem2bio2rdf.org/uniprot/resource/gene/FABP4	gene	5.0	9					
node	408	GO:0050872	http://bio2rdf.org/GO/GO:0050872	GO	1.0	2					
node	407	GO:0010871	http://bio2rdf.org/GO/GO:0010871	GO	1.0	2					
node	406	CHEBI:50990(2)	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:50990	chebi	3.0	2					
node	405	15074	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/15074	pubchem_compound	1.0	4					
node	404	hsa03320	http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa03320	kegg_pathway	1.0	2					
node	403	ADIPOR1(1)	http://chem2bio2rdf.org/uniprot/resource/gene/ADIPOR1	gene	3.0	6					
node	402	CDK2	http://chem2bio2rdf.org/uniprot/resource/gene/CDK2	gene	5.0	6					
node	401	Red_blood_cell	http://chem2bio2rdf.org/hprd/resource/tissue/Red_blood_cell	tissue	1.0	2					
node	400	hsa04080	http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa04080	kegg_pathway	1.0	2					
node	399	16745311	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16745311	pubchem_compound	1.0	12					
node	398	GO:0009822	http://bio2rdf.org/GO/GO:0009822	GO	1.0	4					
node	397	GO:0009820(1)	http://bio2rdf.org/GO/GO:0009820	GO	3.0	4					
node	396	GO:0042737	http://bio2rdf.org/GO/GO:0042737	GO	1.0	11					
node	395	25212177	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25212177	pubchem_compound	1.0	7					
node	394	443390	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/443390	pubchem_compound	1.0	7					
node	393	11450263	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11450263	pubchem_compound	1.0	9					
node	392	GO:0016098	http://bio2rdf.org/GO/GO:0016098	GO	1.0	6					
node	391	GO:0070989	http://bio2rdf.org/GO/GO:0070989	GO	1.0	7					
node	390	16099905	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16099905	pubchem_compound	1.0	12					
node	389	CYP2D6	http://chem2bio2rdf.org/uniprot/resource/gene/CYP2D6	gene	1.0	97					
node	388	11195292	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11195292	pubchem_compound	1.0	6					
node	387	10316203	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10316203	pubchem_compound	1.0	9					
node	386	9820134	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9820134	pubchem_compound	1.0	9					
node	385	122068	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/122068	pubchem_compound	1.0	10					
node	384	16040587(8)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16040587	pubchem_compound	3.0	2					
node	383	2166	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2166	pubchem_compound	1.0	9					
node	382	46224691(86)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46224691	pubchem_compound	3.0	2					
node	381	10154555	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10154555	pubchem_compound	1.0	6					
node	380	24802842	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24802842	pubchem_compound	1.0	6					
node	379	3012027	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3012027	pubchem_compound	1.0	3					
node	378	46880206	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46880206	pubchem_compound	1.0	6					
node	377	GO:0046483(1)	http://bio2rdf.org/GO/GO:0046483	GO	3.0	2					
node	376	44443101	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44443101	pubchem_compound	1.0	6					
node	375	25212178	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25212178	pubchem_compound	1.0	6					
node	374	10454092	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10454092	pubchem_compound	1.0	6					
node	373	24824080	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24824080	pubchem_compound	1.0	6					
node	372	24889346	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24889346	pubchem_compound	1.0	6					
node	371	18414685	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/18414685	pubchem_compound	1.0	6					
node	370	515047	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/515047	pubchem_compound	1.0	6					
node	369	1049	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/1049	pubchem_compound	1.0	2					
node	368	24890872	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24890872	pubchem_compound	1.0	6					
node	367	46879550	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46879550	pubchem_compound	1.0	6					
node	366	46879551	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46879551	pubchem_compound	1.0	6					
node	365	44443098	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44443098	pubchem_compound	1.0	6					
node	364	44443096	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44443096	pubchem_compound	1.0	3					
node	363	POR	http://chem2bio2rdf.org/uniprot/resource/gene/POR	gene	1.0	5					
node	362	44570180(1)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44570180	pubchem_compound	3.0	2					
node	361	9833312	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9833312	pubchem_compound	1.0	6					
node	360	16719554	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16719554	pubchem_compound	1.0	6					
node	359	25181419	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25181419	pubchem_compound	1.0	3					
node	358	9864291	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9864291	pubchem_compound	1.0	6					
node	357	10045603	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10045603	pubchem_compound	1.0	6					
node	356	131601(2)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/131601	pubchem_compound	3.0	2					
node	355	24890348	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24890348	pubchem_compound	1.0	6					
node	354	11689242	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11689242	pubchem_compound	1.0	6					
node	353	46882458	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46882458	pubchem_compound	1.0	6					
node	352	10025406	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10025406	pubchem_compound	1.0	6					
node	351	21717336	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/21717336	pubchem_compound	1.0	6					
node	350	21717337	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/21717337	pubchem_compound	1.0	6					
node	349	24803184	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24803184	pubchem_compound	1.0	6					
node	348	515051	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/515051	pubchem_compound	1.0	6					
node	347	2782903	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2782903	pubchem_compound	1.0	3					
node	346	46879596	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46879596	pubchem_compound	1.0	6					
node	345	11430331	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11430331	pubchem_compound	1.0	9					
node	344	46879549	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46879549	pubchem_compound	1.0	6					
node	343	5360696	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5360696	pubchem_compound	1.0	3					
node	342	10294289	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10294289	pubchem_compound	1.0	7					
node	341	11148936(29)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11148936	pubchem_compound	3.0	4					
node	340	3672	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3672	pubchem_compound	1.0	6					
node	339	53232	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/53232	pubchem_compound	1.0	3					
node	338	SLC22A1	http://chem2bio2rdf.org/uniprot/resource/gene/SLC22A1	gene	1.0	2					
node	337	5505	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5505	pubchem_compound	5.0	19					
node	336	2165	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2165	pubchem_compound	1.0	17					
node	335	SLCO1B1	http://chem2bio2rdf.org/uniprot/resource/gene/SLCO1B1	gene	1.0	4					
node	334	5833	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5833	pubchem_compound	1.0	4					
node	333	55245	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/55245	pubchem_compound	1.0	2					
node	332	6540478	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6540478	pubchem_compound	1.0	7					
node	331	1775	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/1775	pubchem_compound	1.0	3					
node	330	456201	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/456201	pubchem_compound	1.0	7					
node	329	89594	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/89594	pubchem_compound	1.0	4					
node	328	3121(1)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3121	pubchem_compound	3.0	2					
node	327	4763(1)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4763	pubchem_compound	3.0	2					
node	326	5342(1)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5342	pubchem_compound	3.0	2					
node	325	GO:0005242	http://bio2rdf.org/GO/GO:0005242	GO	1.0	3					
node	324	44379806(101)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44379806	pubchem_compound	3.0	8					
node	323	3035200	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3035200	pubchem_compound	1.0	2					
node	322	CDKN1A	http://chem2bio2rdf.org/uniprot/resource/gene/CDKN1A	gene	5.0	5					
node	321	GO:0000307	http://bio2rdf.org/GO/GO:0000307	GO	1.0	6					
node	320	CCND3	http://chem2bio2rdf.org/uniprot/resource/gene/CCND3	gene	1.0	8					
node	319	CCNB1	http://chem2bio2rdf.org/uniprot/resource/gene/CCNB1	gene	1.0	4					
node	318	GAS6	http://chem2bio2rdf.org/uniprot/resource/gene/GAS6	gene	5.0	4					
node	317	3293	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3293	pubchem_compound	1.0	2					
node	316	6603881(144)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6603881	pubchem_compound	3.0	2					
node	315	GO:0006813	http://bio2rdf.org/GO/GO:0006813	GO	1.0	5					
node	314	Phenanthrenes	http://chem2bio2rdf.org/drugbank/resource/substructure/Phenanthrenes	substructure	1.0	7					
node	313	CHEBI:35350	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:35350	chebi	1.0	10					
node	312	CHEBI:26768	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:26768	chebi	1.0	17					
node	311	CHEBI:26764	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:26764	chebi	1.0	12					
node	310	CHEBI:33280(1)	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:33280	chebi	3.0	9					
node	309	6446	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6446	pubchem_compound	1.0	11					
node	308	242332	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/242332	pubchem_compound	1.0	4					
node	307	Steroids_and_Steroid_Derivatives(1)	http://chem2bio2rdf.org/drugbank/resource/substructure/Steroids_and_Steroid_Derivatives	substructure	3.0	4					
node	306	224004	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/224004	pubchem_compound	1.0	12					
node	305	CHEBI:35343(2)	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:35343	chebi	3.0	11					
node	304	Alkynes	http://chem2bio2rdf.org/drugbank/resource/substructure/Alkynes	substructure	1.0	7					
node	303	6230	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6230	pubchem_compound	1.0	6					
node	302	CHEBI:48705	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:48705	chebi	1.0	7					
node	301	CHEBI:50112	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:50112	chebi	1.0	11					
node	300	ESR1	http://chem2bio2rdf.org/uniprot/resource/gene/ESR1	gene	1.0	8					
node	299	CHEBI:36838	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:36838	chebi	1.0	16					
node	298	CHEBI:24621(5)	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:24621	chebi	3.0	12					
node	297	13109	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/13109	pubchem_compound	1.0	11					
node	296	147320(3)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/147320	pubchem_compound	3.0	2					
node	295	CHEBI:25054(3)	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:25054	chebi	3.0	4					
node	294	28417	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/28417	pubchem_compound	1.0	6					
node	293	KCNJ2	http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ2	gene	1.0	6					
node	292	KCNJ5	http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ5	gene	1.0	20					
node	291	10221321(23)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10221321	pubchem_compound	3.0	4					
node	290	GO:0005244	http://bio2rdf.org/GO/GO:0005244	GO	1.0	16					
node	289	3037766	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3037766	pubchem_compound	1.0	9					
node	288	93504	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/93504	pubchem_compound	1.0	9					
node	287	CHEBI:36947(9)	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:36947	chebi	3.0	8					
node	286	CKM	http://chem2bio2rdf.org/uniprot/resource/gene/CKM	gene	5.0	4					
node	285	132496	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/132496	pubchem_compound	1.0	4					
node	284	4594	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4594	pubchem_compound	1.0	7					
node	283	CYP1A2	http://chem2bio2rdf.org/uniprot/resource/gene/CYP1A2	gene	1.0	186					
node	282	24871527	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24871527	pubchem_compound	1.0	8					
node	281	4485	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4485	pubchem_compound	1.0	12					
node	280	POU1F1	http://chem2bio2rdf.org/uniprot/resource/gene/POU1F1	gene	1.0	4					
node	279	GO:0004879	http://bio2rdf.org/GO/GO:0004879	GO	1.0	4					
node	278	16214849	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16214849	pubchem_compound	1.0	7					
node	277	2812	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2812	pubchem_compound	1.0	24					
node	276	44559682	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44559682	pubchem_compound	1.0	2					
node	275	10874817(3)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10874817	pubchem_compound	3.0	2					
node	274	15032(1)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/15032	pubchem_compound	3.0	15					
node	273	47936	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/47936	pubchem_compound	1.0	6					
node	272	5754(7)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5754	pubchem_compound	3.0	18					
node	271	SLC9A3R2	http://chem2bio2rdf.org/uniprot/resource/gene/SLC9A3R2	gene	1.0	4					
node	270	GOPC(1)	http://chem2bio2rdf.org/uniprot/resource/gene/GOPC	gene	3.0	4					
node	269	4115	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4115	pubchem_compound	1.0	5					
node	268	CYP2C19	http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C19	gene	1.0	55					
node	267	5870	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5870	pubchem_compound	1.0	24					
node	266	ABCC2	http://chem2bio2rdf.org/uniprot/resource/gene/ABCC2	gene	1.0	58					
node	265	5280961(1)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5280961	pubchem_compound	3.0	9					
node	264	CHEBI:50114	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:50114	chebi	1.0	12					
node	263	9919	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9919	pubchem_compound	1.0	2					
node	262	CYP3A	http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A	gene	1.0	31					
node	261	SHBG	http://chem2bio2rdf.org/uniprot/resource/gene/SHBG	gene	1.0	30					
node	260	5994	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5994	pubchem_compound	1.0	9					
node	259	773	http://chem2bio2rdf.org/omim/resource/omim_disease/773	omim_disease	1.0	2					
node	258	2733526	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2733526	pubchem_compound	1.0	13					
node	257	445154(1)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/445154	pubchem_compound	3.0	2					
node	256	NR1I3	http://chem2bio2rdf.org/uniprot/resource/gene/NR1I3	gene	1.0	33					
node	255	NR1I2	http://chem2bio2rdf.org/uniprot/resource/gene/NR1I2	gene	1.0	54					
node	254	ESR2(1)	http://chem2bio2rdf.org/uniprot/resource/gene/ESR2	gene	3.0	20					
node	253	10192730	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10192730	pubchem_compound	1.0	2					
