"SUID","AverageShortestPathLength","BetweennessCentrality","childnodes","class","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","name","NeighborhoodConnectivity","nodesize","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","startnode","Stress","TopologicalCoefficient"
"128","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","10831890","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10831890","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10831890","no","68.0","0.84210526"
"129","3.80676329","0.0","","GO","0.26269036","1.0","24","6","false","GO:0010107","http://bio2rdf.org/GO/GO:0010107","98.0","1.0","0","24","3","0.59903382","false","0","http://bio2rdf.org/GO/GO:0010107","no","0.0","0.86725664"
"130","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","10644842","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10644842","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10644842","no","68.0","0.84210526"
"131","2.44927536","0.25966529","http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1","gene","0.40828402","0.0","169","5","false","CYP2C9","http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C9","4.59782609","1.0","0","169","51","0.79296066","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C9","no","2170972.0","0.05290921"
"132","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","11508571","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11508571","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11508571","no","68.0","0.84210526"
"133","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","9800873","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9800873","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9800873","no","68.0","0.84210526"
"134","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","9799392","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9799392","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9799392","no","68.0","0.84210526"
"135","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","10713175","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10713175","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10713175","no","68.0","0.84210526"
"136","2.94444444","0.08604639","","gene","0.33962264","0.03694158","724","5","false","ABCC9","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9","6.13402062","5.0","0","724","94","0.72222222","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9","yes","835198.0","0.04707105"
"137","2.85024155","0.126261","http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1","gene","0.35084746","0.04044944","373","5","false","ABCC8","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8","6.38888889","1.0","0","373","88","0.73567978","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8","no","1165436.0","0.0473466"
"138","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","9864353","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9864353","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9864353","no","68.0","0.84210526"
"139","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","10811387","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10811387","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10811387","no","68.0","0.84210526"
"140","3.80676329","0.0","","GO","0.26269036","1.0","24","6","false","GO:0008282","http://bio2rdf.org/GO/GO:0008282","98.0","1.0","0","24","3","0.59903382","false","0","http://bio2rdf.org/GO/GO:0008282","no","0.0","0.86725664"
"141","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","10524485","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10524485","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10524485","no","68.0","0.84210526"
"142","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","9865602","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9865602","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9865602","no","68.0","0.84210526"
"143","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","10572397","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10572397","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10572397","no","68.0","0.84210526"
"144","3.77294686","6.4661E-4","","gene_family","0.26504481","0.1","32","6","false","KCN,Kir","http://chem2bio2rdf.org/hgnc/resource/gene_family/KCN,Kir","44.8","1.0","0","32","5","0.60386473","false","0","http://chem2bio2rdf.org/hgnc/resource/gene_family/KCN,Kir","no","3230.0","0.40181818"
"145","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","177852","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/177852","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/177852","no","68.0","0.84210526"
"146","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","10761920","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10761920","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10761920","no","68.0","0.84210526"
"147","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","10784372","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10784372","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10784372","no","68.0","0.84210526"
"148","3.74396135","0.00122247","","gene","0.26709677","0.0","27","6","false","KCNJ10","http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ10","5.14285714","1.0","0","27","6","0.60800552","false","0","http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ10","no","10526.0","0.3452381"
"149","3.77536232","1.55E-6","","pubchem_compound","0.26487524","0.83333333","28","6","false","9886164","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9886164","96.0","1.0","0","28","4","0.60351967","false","0","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9886164","no","68.0","0.84210526"
