"SUID","EdgeBetweenness","evidence","interaction","label","name","selected","shared interaction","shared name","uri","weight"
"524","171.69417725","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/10810351:ABCC9","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10810351 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10810351 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.04745819305E-5"
"525","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.2318102538E-8"
"526","4410.95137797","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","0.0261230925904"
"527","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","7.26190996225E-8"
"528","3557.37638651","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:ABCC8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","6.56518521214E-7"
"529","777.85784977","","-","drug","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427","http://chem2bio2rdf.org/omim/resource/drug","0.030581083325"
"530","567.97599925","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ1","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","2.39607333974E-10"
"531","4410.95137797","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.76775463516E-4"
"532","3193.81600891","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP3A4","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","0.0412229322633"
"533","801.23594212","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:SLC22A1","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SLC22A1","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SLC22A1","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.02016490213E-4"
"534","567.97599925","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ1","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.15760445674E-9"
"535","3193.81600891","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP3A4","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","0.010553014469"
"536","777.85784977","","-","drug","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427","http://chem2bio2rdf.org/omim/resource/drug","0.0261230925904"
"537","544.07293607","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:SLCO1B1","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SLCO1B1","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/SLCO1B1","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.63436486567E-10"
"538","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","7.50830427142E-4"
"539","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.80878578782E-9"
"540","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","7.26190996225E-8"
"541","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","3.51004969534E-9"
"542","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.80878578782E-9"
"543","4410.95137797","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","0.0261230925904"
"544","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.2318102538E-8"
"545","4286.79781473","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","3.51004969534E-9"
"546","3557.37638651","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:ABCC8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","6.56518521214E-7"
"547","777.85784977","","-","drug","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/omim/resource/omim_disease/427","http://chem2bio2rdf.org/omim/resource/drug","0.030581083325"
"548","567.97599925","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:KCNJ1","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","2.39607333974E-10"
"549","4410.95137797","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.76775463516E-4"
"550","3193.81600891","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP3A4","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","0.0412229322633"
"551","4410.95137797","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/65981:CYP2C8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65981 (-) http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.15760445674E-9"
"552","241.12839371","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","2.93794628359E-6"
"553","146.9715533","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","6.70924425605E-6"
"554","241.12839371","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.25733189379E-5"
"555","171.69417725","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:ABCC9","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","2.41714172666E-6"
"556","146.9715533","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.07732838176E-5"
"557","241.12839371","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.25733189379E-5"
"558","241.12839371","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","2.93794628359E-6"
"559","171.69417725","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/4397986:ABCC9","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4397986 (-) http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.04745819305E-5"
"560","241.12839371","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","2.93794628359E-6"
"561","146.9715533","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ8","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","6.70924425605E-6"
"562","241.12839371","http://cheminfov.informatics.indiana.edu/rest/Chem2Bio2RDF/cid_gene/5240098:KCNJ11","-","chemogenomics","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","false","-","http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5240098 (-) http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ11","http://chem2bio2rdf.org/chemogenomics/resource/chemogenomics","1.25733189379E-5"
