SUID	childnodes	class	label	name	Gene
95		pubchem_compound	10667926	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10667926	
96		pubchem_compound	10667925	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10667925	
97		pubchem_compound	10501033	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10501033	
98		omim_disease	427	http://chem2bio2rdf.org/omim/resource/omim_disease/427	
99		pubchem_compound	10621914	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10621914	
100		pubchem_compound	10456839	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10456839	
101		pubchem_compound	10737609	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10737609	
102		pubchem_compound	10249251	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10249251	
103		pubchem_compound	9948658	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9948658	
104		pubchem_compound	10318275	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10318275	
105		pubchem_compound	10455786	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10455786	
106		sider	C0162566	http://chem2bio2rdf.org/sider/resource/sider/C0162566	
107		pubchem_compound	10572530	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10572530	
108		pubchem_compound	71191	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/71191	
109		pubchem_compound	10620412	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10620412	
110		pubchem_compound	9799336	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9799336	
111		pubchem_compound	9950829	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9950829	
112		GO	GO:0015272	http://bio2rdf.org/GO/GO:0015272	
113		pubchem_compound	9864804	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9864804	
114		pubchem_compound	10667106	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10667106	
115		pubchem_compound	4826	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4826	
116		pubchem_compound	10643113	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10643113	
117		pubchem_compound	60026	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/60026	
118		pubchem_compound	10546096	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10546096	
119		pubchem_compound	10834192	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10834192	
120		pubchem_compound	9797402	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9797402	
121		pubchem_compound	10547789	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10547789	
122		pubchem_compound	10692234	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10692234	
123		pubchem_compound	10321411	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10321411	
124		pubchem_compound	10451456	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10451456	
125		pubchem_compound	10621403	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10621403	
126		pubchem_compound	10761999	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10761999	
127		pubchem_compound	10365187	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10365187	
128		pubchem_compound	10831890	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10831890	
129		GO	GO:0010107	http://bio2rdf.org/GO/GO:0010107	
130		pubchem_compound	10644842	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10644842	
131	http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1	gene	CYP2C9	http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C9	CYP2C9
132		pubchem_compound	11508571	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11508571	
133		pubchem_compound	9800873	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9800873	
134		pubchem_compound	9799392	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9799392	
135		pubchem_compound	10713175	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10713175	
136		gene	ABCC9	http://chem2bio2rdf.org/uniprot/resource/gene/ABCC9	ABCC9
137	http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1	gene	ABCC8	http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8	ABCC8
138		pubchem_compound	9864353	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9864353	
139		pubchem_compound	10811387	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10811387	
140		GO	GO:0008282	http://bio2rdf.org/GO/GO:0008282	
141		pubchem_compound	10524485	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10524485	
142		pubchem_compound	9865602	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9865602	
143		pubchem_compound	10572397	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10572397	
144		gene_family	KCN,Kir	http://chem2bio2rdf.org/hgnc/resource/gene_family/KCN,Kir	
145		pubchem_compound	177852	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/177852	
146		pubchem_compound	10761920	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10761920	
147		pubchem_compound	10784372	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10784372	
148		gene	KCNJ10	http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ10	KCNJ10
149		pubchem_compound	9886164	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9886164	
150		pubchem_compound	9885495	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9885495	
151		gene	KCNJ8	http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ8	KCNJ8
152		pubchem_compound	10787580	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10787580	
153		pubchem_compound	10433766	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10433766	
154		pubchem_compound	10362210	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10362210	
155		pubchem_compound	9819831	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9819831	
156	http://chem2bio2rdf.org/uniprot/resource/gene/ABCC8	gene	KCNJ1	http://chem2bio2rdf.org/uniprot/resource/gene/KCNJ1	KCNJ1
157		pubchem_compound	10810245	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10810245	
158		pubchem_compound	10834289	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10834289	
159		pubchem_compound	161196	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/161196	
160		pubchem_compound	10068147	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10068147	
161		pubchem_compound	10809911	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10809911	
162		pubchem_compound	3047758	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3047758	
163		pubchem_compound	9841562	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9841562	
164		substructure	Sulfonylureas	http://chem2bio2rdf.org/drugbank/resource/substructure/Sulfonylureas	
165	http://bio2rdf.org/GO/GO:0005242	GO	GO:0008076	http://bio2rdf.org/GO/GO:0008076	
166		GO	GO:0051607	http://bio2rdf.org/GO/GO:0051607	
167		pubchem_compound	9863958	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9863958	
168		GO	GO:0042383	http://bio2rdf.org/GO/GO:0042383	
169	http://bio2rdf.org/GO/GO:0042416	GO	GO:0035240(1)	http://bio2rdf.org/GO/GO:0035240	
170		gene	TH	http://chem2bio2rdf.org/uniprot/resource/gene/TH	TH
171	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/23930 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/40326 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5281875 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3589 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2982 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/1388	pubchem_compound	6950(6)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6950	
172		gene	SLC6A3	http://chem2bio2rdf.org/uniprot/resource/gene/SLC6A3	SLC6A3
173		kegg_pathway	hsa05012	http://chem2bio2rdf.org/kegg/resource/kegg_pathway/hsa05012	
174		gene	SNCA	http://chem2bio2rdf.org/uniprot/resource/gene/SNCA	SNCA
175		pubchem_compound	8461	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/8461	
176		gene	HBA1	http://chem2bio2rdf.org/uniprot/resource/gene/HBA1	HBA1
177		gene	PPARA	http://chem2bio2rdf.org/uniprot/resource/gene/PPARA	PPARA
178	pubchem/resource/pubchem_compound/11247908 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/45267726 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11635845 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25115790 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44446263 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10432356 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44480461 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10896153 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44480465 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9959189 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44579479 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44579478 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10139836 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44449163 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44449161 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44263428 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46216832 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44263420 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44263421 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44263423 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44263424 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44263426 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10204076 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10181314 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11203145 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9826895 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10161996 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/42625953 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/42625954 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/42625955 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44579288 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44579289 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10651441 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/23553234 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44274021 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11511317 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10137230 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10223369 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16090857 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11742116 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44406262 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44406265 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44406266 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/23402689 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5098 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44406455 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44481230 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11211999 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10119393 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10119392 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/42626030 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44420479 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44345158 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/21054988 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10225731 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25110744 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10182727 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10144243 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44409249	pubchem_compound	25104183(761)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25104183	
179		gene	PPARG	http://chem2bio2rdf.org/uniprot/resource/gene/PPARG	PPARG
180	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/985 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/54454	pubchem_compound	3463	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3463	
181		gene	FABP1	http://chem2bio2rdf.org/uniprot/resource/gene/FABP1	FABP1
182	http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A5	gene	CYP2C8	http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C8	CYP2C8
183		pubchem_compound	5591	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5591	
184		chebi	CHEBI:35526	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:35526	
185	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/51263 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3883 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5362440 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/12560	pubchem_compound	4829	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4829	
186	http://bio2rdf.org/GO/GO:0010891 http://bio2rdf.org/GO/GO:0010871	GO	GO:0046321(2)	http://bio2rdf.org/GO/GO:0046321	
187	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033656 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033733 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033735 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033811 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033659 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033658 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033728 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/42642930 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033727 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033726 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033808 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033809 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033807 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033729 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033805 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033662 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033725 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033660 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25033654	pubchem_compound	25034656(19)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/25034656	
188		GO	GO:0006694	http://bio2rdf.org/GO/GO:0006694	
189	http://bio2rdf.org/GO/GO:0042737 http://bio2rdf.org/GO/GO:0070330 http://bio2rdf.org/GO/GO:0070989	GO	GO:0019825	http://bio2rdf.org/GO/GO:0019825	
190		pubchem_compound	6013	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6013	
191	http://bio2rdf.org/GO/GO:0070989	GO	GO:0004497(1)	http://bio2rdf.org/GO/GO:0004497	
192		gene	HSD3B2	http://chem2bio2rdf.org/uniprot/resource/gene/HSD3B2	HSD3B2
193		GO	GO:0020037	http://bio2rdf.org/GO/GO:0020037	
194		gene	CYP17A1	http://chem2bio2rdf.org/uniprot/resource/gene/CYP17A1	CYP17A1
195	http://chem2bio2rdf.org/uniprot/resource/gene/CYP2C9	gene	CYP3A4	http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A4	CYP3A4
196	http://chem2bio2rdf.org/uniprot/resource/gene/ADIPOR1 http://chem2bio2rdf.org/uniprot/resource/gene/NR4A3	gene	CYP3A5	http://chem2bio2rdf.org/uniprot/resource/gene/CYP3A5	CYP3A5
197	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44346781 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10950401 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5505 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24741307 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46890163 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/42626024 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11617480 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11610363 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16745311 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10916150 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2165 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16099905 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/46890301 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10938696 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16099923 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11494579 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5381226 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11013215 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/24871527 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/16072099	pubchem_compound	11560300(20)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11560300	
198	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:50990 http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:38106 http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:50864 http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:35526	chebi	CHEBI:48865(4)	http://chem2bio2rdf.org/chebi/resource/chebi/CHEBI:48865	
199		pubchem_compound	77999	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/77999	
200	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5381226	pubchem_compound	54454(1)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/54454	
201	http://bio2rdf.org/GO/GO:0032787	GO	GO:0034875	http://bio2rdf.org/GO/GO:0034875	
202		gene	APOE	http://chem2bio2rdf.org/uniprot/resource/gene/APOE	APOE
203		substructure	Thiazolidines	http://chem2bio2rdf.org/drugbank/resource/substructure/Thiazolidines	
204	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369229 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/30323 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3278 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10047863 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10459316 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10388318 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11337594 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369028 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369027 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369228 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11454819 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10344755 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44368923 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/4911 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10346312 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5978 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10046544 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369087 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369082 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9828532 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10454772 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/119196 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/148124 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10094280 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10092403 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2708 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369091 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6253 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10004696 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11359019 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/41867 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/60787 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44368902 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369260 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369265 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369264 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10071405 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9828452 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11408751 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369067 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369069 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11432257 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44368818 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/3037617 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369278 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10345205 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9980860 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10322116 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9979854 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5284373 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11444700 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10432300 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11418752 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/9848185 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/5281888 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/36314 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369198 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11177641 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369026 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/65808 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369052 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10407830 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/11258566 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/44369110 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/92305 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/10029563	pubchem_compound	6167	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6167	
205	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/441074 http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/54687	pubchem_compound	6675(2)	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/6675	
206		pubchem_compound	2471	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2471	
207		gene	ABCB1	http://chem2bio2rdf.org/uniprot/resource/gene/ABCB1	ABCB1
208		sider	C0151436	http://chem2bio2rdf.org/sider/resource/sider/C0151436	
209		pubchem_compound	2520	http://chem2bio2rdf.org/pubchem/resource/pubchem_compound/2520	
